iter	Logloss
437	0.3057152176
438	0.3055155754
439	0.3053482437
440	0.3051568413
441	0.3049862671
442	0.3047822189
443	0.3045023727
444	0.3043828583
445	0.3043805504
446	0.3042269135
447	0.3041912842
448	0.3039884567
449	0.3038188553
450	0.3036000252
451	0.3034500122
452	0.3033421707
453	0.3031971359
454	0.3029906464
455	0.3028593826
456	0.3026461029
457	0.3025005913
458	0.3022340012
459	0.3019015884
460	0.301619606
461	0.3014742661
462	0.3011913681
463	0.3010535431
464	0.3008570862
465	0.3006062698
466	0.3004234886
467	0.3001726532
468	0.3000737
469	0.2999859428
470	0.2998258972
471	0.2996565437
472	0.2996030617
473	0.2994463158
474	0.2991963959
475	0.2989792824
476	0.2987928772
477	0.2986026382
478	0.2984430885
479	0.2981489182
480	0.2979312325
481	0.2976722145
482	0.2974075699
483	0.2972553253
484	0.2971723557
485	0.2969347191
486	0.2967723274
487	0.2965877533
488	0.2964245605
489	0.2961149216
490	0.2958135605
491	0.2956543732
492	0.2955984879
493	0.2953751755
494	0.2951564407
495	0.2949205589
496	0.2947881508
497	0.2946917915
498	0.294573555
499	0.2943144226
500	0.2942079353
501	0.2940345001
502	0.293947525
503	0.2937659645
504	0.2935502243
505	0.2933853531
506	0.2931979752
507	0.2930475998
508	0.2929064941
509	0.2927376556
510	0.2925878143
511	0.2923547363
512	0.2920940018
513	0.2917516708
514	0.2916453171
515	0.2914567947
516	0.2912994003
517	0.2911439896
518	0.2909573746
519	0.2908094025
520	0.2906018066
521	0.290424614
522	0.2903256989
523	0.2901168823
524	0.2900076103
525	0.2899361229
526	0.2896600533
527	0.2894672585
528	0.2892416763
529	0.2889745522
530	0.2887451553
531	0.288601532
532	0.2884432602
533	0.2883050537
534	0.2882120132
535	0.2881634331
536	0.2880526352
537	0.2878106689
538	0.2875365829
539	0.2873562622
540	0.2872326279
541	0.2870938873
542	0.2868903732
543	0.286731739
544	0.2866662216
545	0.28641716
546	0.2862268448
547	0.2860814095
548	0.2858814049
549	0.2857225227
550	0.2855303955
551	0.2853431702
552	0.2851335526
553	0.2849395943
554	0.2848450851
555	0.2846099091
556	0.2844726181
557	0.2843930054
558	0.2842276955
559	0.2840988159
560	0.2840004158
561	0.283769722
562	0.2835935593
563	0.2832930946
564	0.2830173111
565	0.282772522
566	0.2825722504
567	0.2824357986
568	0.2823503304
569	0.2821499252
570	0.2820595741
571	0.2819139862
572	0.2817970085
573	0.2817253113
574	0.2815823936
575	0.2814541626
576	0.2813627052
577	0.2812260818
578	0.2811203384
579	0.2810201836
580	0.2809138107
581	0.2807899857
582	0.280590744
583	0.2804818916
584	0.2804053688
585	0.2803136063
586	0.2800962448
587	0.2799792099
588	0.2798305511
589	0.2797407913
590	0.2795768356
591	0.2794493103
592	0.279329071
593	0.2790919876
594	0.2788394928
595	0.2787044144
596	0.2785583496
597	0.278437748
598	0.2783459091
599	0.2782595253
600	0.2780789566
601	0.2779334259
602	0.2778252792
603	0.2776469421
604	0.2775610924
605	0.2773914719
606	0.2772929382
607	0.2771704674
608	0.2769941711
609	0.2768044662
610	0.2766359329
611	0.2765568733
612	0.276482048
613	0.2762914658
614	0.2760824203
615	0.2759350586
616	0.2758021927
617	0.2756716919
618	0.2754746628
619	0.2752434731
620	0.2750323868
621	0.2748797226
622	0.2746274948
623	0.2744633484
624	0.2743148232
625	0.2741328049
626	0.2738526535
627	0.273745842
628	0.2736000443
629	0.2734228516
630	0.2730866814
631	0.2729608917
632	0.2726780319
633	0.2725803757
634	0.2724260139
635	0.272316246
636	0.2720468712
637	0.2719044113
638	0.2717818451
639	0.2716707993
640	0.2715113449
641	0.271372261
642	0.2712898254
643	0.2710405159
644	0.2708782578
645	0.2708258057
646	0.2707558441
647	0.2707000351
648	0.2705519867
649	0.2703009033
650	0.2701961517
651	0.2699600792
652	0.2697856331
653	0.2695846558
654	0.2694440842
655	0.2693338585
656	0.2691636086
657	0.2690319633
658	0.2689569473
659	0.2688120461
660	0.2687052345
661	0.268472023
662	0.2683885384
663	0.2682285309
664	0.2681176186
665	0.2679776764
666	0.2678452682
667	0.2676552582
668	0.2674127579
669	0.267220459
670	0.2670110321
671	0.2669083214
672	0.2666771126
673	0.2665210724
674	0.2663784027
675	0.2662386322
676	0.2660037231
677	0.2659298706
678	0.2658744049
679	0.2657152939
680	0.2654964828
681	0.2653482819
682	0.2652387428
683	0.2650934219
684	0.264966259
685	0.2648619461
686	0.2646446419
687	0.2644778061
688	0.2644253731
689	0.2642712975
690	0.2640870476
691	0.2640294647
692	0.2638721275
693	0.2636802673
694	0.2635925102
695	0.2635327911
696	0.263365345
697	0.2631858444
698	0.2631087494
699	0.2629516983
700	0.2628017807
701	0.2626721764
702	0.2625703049
703	0.2623862839
704	0.2622668648
705	0.2620281601
706	0.2618707466
707	0.2617473221
708	0.2615632629
709	0.2614203262
710	0.2612942123
711	0.2610848045
712	0.2609980774
713	0.2609082413
714	0.2607748985
715	0.2606041145
716	0.2605122757
717	0.2601544571
718	0.2600169373
719	0.2599279785
720	0.2598208237
721	0.2596129608
722	0.259479866
723	0.2593496895
724	0.2591921616
725	0.2590857124
726	0.2588891602
727	0.2587731934
728	0.2585568428
729	0.2584475327
730	0.2583235168
731	0.2582655716
732	0.2581261444
733	0.2580284309
734	0.2579165268
735	0.2578209686
736	0.2576825333
737	0.2574654388
738	0.2573073959
739	0.257185688
740	0.2569166183
741	0.2566858101
742	0.2566046906
743	0.2565338898
744	0.2563729095
745	0.2562797737
746	0.2561777496
747	0.2560189819
748	0.2559238625
749	0.2557736588
750	0.2556302261
751	0.2554011917
752	0.255306282
753	0.2552053452
754	0.2549472046
755	0.2548876381
756	0.2546890259
757	0.2544581985
758	0.254322052
759	0.2542475319
760	0.2541860962
761	0.2540747452
762	0.2539963531
763	0.2539283943
764	0.2537624168
765	0.2535942268
766	0.2534591293
767	0.2533865738
768	0.2532525826
769	0.253210907
770	0.2531295013
771	0.2529932785
772	0.2528126526
773	0.2525876617
774	0.2525259018
775	0.2524861145
776	0.2523610306
777	0.2523427582
778	0.252159214
779	0.2519633293
780	0.2519056892
781	0.2517867088
782	0.2516305161
783	0.2515443039
784	0.2514406586
785	0.2511690331
786	0.2510918427
787	0.2508923912
788	0.2507110977
789	0.2506389999
790	0.2503648376
791	0.2502834702
792	0.2501088905
793	0.2499893951
794	0.2498812485
795	0.2497677231
796	0.2495445061
797	0.2493064117
798	0.249183197
799	0.2490854073
800	0.2488772011
801	0.2487916756
802	0.2486762238
803	0.2484684181
804	0.2484002686
805	0.2483414459
806	0.2481548691
807	0.2480828667
808	0.2480052948
809	0.2478826141
810	0.2478179359
811	0.2477346802
812	0.2476652145
813	0.2475833893
814	0.2474938965
815	0.2474053955
816	0.2472645569
817	0.2471051598
818	0.2468979836
819	0.2467280579
820	0.2466498566
821	0.2465815735
822	0.2464908028
823	0.2464076996
824	0.2463397598
825	0.2462886429
826	0.2461880112
827	0.245979538
828	0.2458809662
829	0.245786171
830	0.2456718063
831	0.2455410767
832	0.2454353714
833	0.2453464127
834	0.2451719284
835	0.2449796295
836	0.2448743248
837	0.2447497559
838	0.2446492577
839	0.2445141792
840	0.2442551422
841	0.244153862
842	0.2440803146
843	0.243981266
844	0.2438986015
845	0.2437228584
846	0.2435763168
847	0.2434235382
848	0.2433234596
849	0.2432271957
850	0.2431585884
851	0.2430646896
852	0.2428412628
853	0.2426845741
854	0.2425800514
855	0.2425109482
856	0.2424417877
857	0.2423379517
858	0.2422626686
859	0.2421717262
860	0.2421246529
861	0.242044754
862	0.2419003296
863	0.2418366241
864	0.241795578
865	0.2417230606
866	0.2416593933
867	0.2415071106
868	0.2414093781
869	0.241270771
870	0.2411433029
871	0.2409202194
872	0.2407795334
873	0.2406780052
874	0.2406443024
875	0.2405286789
876	0.2404738235
877	0.2403931618
878	0.2403079224
879	0.2402303886
880	0.240156517
881	0.2400809669
882	0.2400019836
883	0.2399425507
884	0.2398735619
885	0.2397743988
886	0.2396538925
887	0.239599762
888	0.2395346832
889	0.2394683075
890	0.2394088745
891	0.2393350601
892	0.2392990494
893	0.2392341042
894	0.2391297531
895	0.2390731049
896	0.2389057541
897	0.2388505936
898	0.2388251114
899	0.2387653351
900	0.2386809731
901	0.2384774399
902	0.2383911896
903	0.2383210945
904	0.2381128693
905	0.2380519485
906	0.2380115128
907	0.237894783
908	0.2378377724
909	0.2374927711
910	0.237326889
911	0.2372711372
912	0.2371577072
913	0.2370551682
914	0.2369475174
915	0.236832943
916	0.2367532349
917	0.2366212845
918	0.236537056
919	0.2363461304
920	0.2362386703
921	0.2361253357
922	0.2360246849
923	0.2358966637
924	0.2357908249
925	0.2357671738
926	0.2355592155
927	0.2355296135
928	0.2354804802
929	0.2353989029
930	0.2353199768
931	0.2352494812
932	0.2351228523
933	0.2350456238
934	0.2349973297
935	0.2349205208
936	0.2347142982
937	0.2345220947
938	0.2344791794
939	0.2342768669
940	0.2341970062
941	0.2340745163
942	0.2340077209
943	0.2339472771
944	0.2338736725
945	0.2338049698
946	0.2336846542
947	0.233602581
948	0.2335454559
949	0.2334280014
950	0.2333726311
951	0.2332897758
952	0.2332198715
953	0.2331612015
954	0.2330917168
955	0.2330225563
956	0.2329252625
957	0.23286026
958	0.232765789
959	0.2326981735
960	0.23264431
961	0.2325819206
962	0.2323954773
963	0.232289238
964	0.2321749496
965	0.2321405792
966	0.2321176529
967	0.2320709229
968	0.23200037
969	0.2318857956
970	0.2318169022
971	0.2316325378
972	0.231528244
973	0.2314659119
974	0.2312781525
975	0.2310785103
976	0.2310328293
977	0.2309703064
978	0.2309086418
979	0.2307222939
980	0.2306329727
981	0.2305922699
982	0.2305456734
983	0.2303517151
984	0.2302733421
985	0.2301169968
986	0.2300496292
987	0.2299939156
988	0.2299297714
989	0.2298820114
990	0.2297958565
991	0.2296866798
992	0.2294902039
993	0.2293120956
994	0.2291210175
995	0.2289666748
996	0.2288571167
997	0.2287492371
998	0.2286981583
999	0.2286460876
